ts_code,name,industry,industry_l1,industry_l2,area,close,pct_chg,pe,pb,total_mv,revenue,gross_profit,gpr,net_profit,npm,list_date,ytd_2024,ytd_2025,ytd_2026
601398.SH,工商银行,国有大型银行Ⅱ,银行,国有大型银行Ⅱ,北京,7.46,0.95,-5.93,-0.93,26587.89,8382.7,,,3685.62,44.23,2006-10-27,88.87,18.08,-4.59
601939.SH,建设银行,银行,银行,,北京,9.69,-0.21,4.42,-1.12,25349.04,7610.49,,,3389.06,44.65,,81.26,25.98,8.97
601288.SH,农业银行,国有大型银行Ⅱ,银行,国有大型银行Ⅱ,北京,6.9,0.44,-10.16,-1.15,24148.83,7253.06,,,2910.41,40.26,2010-07-15,120.9,37.82,-12.77
600941.SH,中国移动,通信服务,通信,通信服务,北京,96.68,0.69,-4.32,0.68,20937.99,10501.87,3031.71,28.87,1370.95,13.07,2022-01-05,10.66,-10.26,-1.67
601857.SH,中国石油,炼化及贸易,石油石化,炼化及贸易,北京,11.12,-1.33,6.82,-8.70,20351.94,28644.69,6183.48,21.59,1573.02,6.0,2007-11-05,73.95,30.36,7.45
300750.SZ,宁德时代,电池,电力设备,电池,福建,437.0,-3.24,21.27,2.18,19944.68,4237.02,1113.19,26.27,722.01,18.12,2018-06-11,204.1,71.39,13.36
601988.SH,中国银行,银行,银行,,北京,5.68,-0.18,-0.87,-2.24,18301.64,6583.1,,,2430.21,39.18,,73.29,18.17,4.59
600938.SH,中国海油,石油石化,石油石化,石油石化,北京,36.35,-0.03,20.44,-8.60,17277.16,3982.2,2049.59,51.47,1220.82,30.67,2022-04-21,89.53,26.12,19.9
600519.SH,贵州茅台,白酒Ⅱ,食品饮料,白酒Ⅱ,贵州,1372.99,0.14,-0.30,-2.28,17189.83,1720.54,1539.46,91.18,823.2,50.53,2001-08-27,-17.05,-8.83,-8.16
601138.SH,工业富联,消费电子,电子,消费电子,深圳,63.28,-1.4,2.53,-7.21,12557.28,9028.87,629.86,6.98,352.86,3.91,2018-06-08,483.0,273.61,16.44
601318.SH,中国平安,保险Ⅱ,非银金融,保险Ⅱ,深圳,60.06,0.03,-12.19,4.22,10875.66,10505.06,,,1347.78,15.07,2007-03-01,56.05,11.83,-25.58
601628.SH,中国人寿,保险Ⅱ,非银金融,保险Ⅱ,北京,37.31,-0.35,-18.00,1.86,10545.67,6156.78,,,1540.78,25.43,2007-01-09,25.9,-14.19,-30.43
300308.SZ,中际旭创,通信设备,通信,通信设备,山东,886.0,0.97,45.48,7.52,9870.04,382.4,160.74,42.04,107.97,30.28,2012-04-10,1362.69,840.02,81.52
601088.SH,中国神华,煤炭开采,煤炭,煤炭开采,北京,45.18,-0.9,11.56,-6.17,9799.09,2949.16,1034.51,35.08,528.49,21.29,2007-10-09,82.29,24.52,21.71
688981.SH,中芯国际,半导体,电子,半导体,上海,120.31,-4.01,-2.05,5.54,9640.44,673.23,145.58,21.62,50.41,10.71,2020-07-16,,,
600036.SH,招商银行,股份制银行Ⅱ,银行,股份制银行Ⅱ,深圳,37.94,-0.03,-7.66,-4.19,9568.47,3375.32,,,1501.81,44.77,2002-04-09,69.06,7.61,-7.59
601899.SH,紫金矿业,铜,铜,,福建,34.8,0.99,0.96,5.61,9253.67,3490.79,967.9,27.73,517.77,18.28,,158.25,105.65,-14.72
002594.SZ,比亚迪,乘用车,汽车,乘用车,深圳,100.02,-0.44,2.35,-1.44,9118.82,8039.65,1426.6,17.74,326.19,4.2,2011-06-30,51.43,5.18,-4.55
688041.SH,海光信息,半导体,电子,半导体,天津,323.28,-5.36,44.12,11.86,7513.03,143.77,83.14,57.83,25.45,25.17,2022-08-12,282.49,98.36,21.89
600900.SH,长江电力,电力,公用事业,电力,北京,27.0,-0.18,0.07,1.01,6606.36,862.42,531.84,61.67,345.03,40.52,2003-11-18,27.93,-0.99,2.59
600028.SH,中国石化,炼化及贸易,石油石化,炼化及贸易,北京,5.22,-0.95,-15.53,-2.43,6312.34,27835.83,4422.0,15.89,318.09,1.27,2001-08-08,-3.49,-23.09,-20.03
000333.SZ,美的集团,白色家电,家用电器,白色家电,广东,80.4,0.74,2.88,-0.06,6112.81,4585.02,1204.62,26.39,439.45,9.75,2013-09-18,71.6,14.5,3.84
601658.SH,邮储银行,银行,银行,,北京,5.03,-0.2,-5.58,-3.27,6040.78,3557.28,,,874.04,24.63,,36.64,-2.24,-5.76
601328.SH,交通银行,银行,银行,,上海,6.7,0.15,-7.59,-4.01,5920.39,2650.71,,,956.22,36.41,,39.43,-2.93,-6.09
601728.SH,中国电信,电信运营,电信运营,,北京,6.05,1.0,-3.97,1.17,5536.17,5239.25,1523.63,29.08,331.85,6.34,,25.03,-11.5,-4.57
300502.SZ,新易盛,通信设备,通信,通信设备,四川,551.67,-2.1,28.03,3.03,5483.6,248.42,118.76,47.81,95.32,38.46,2016-03-03,1909.4,742.1,59.35
002475.SZ,立讯精密,消费电子,电子,消费电子,深圳,71.29,2.55,26.07,2.02,5194.19,3323.44,395.89,11.91,166.0,5.47,2010-09-15,112.21,82.01,21.1
688256.SH,寒武纪,半导体,电子,半导体,北京,1182.53,-5.6,30.13,28.33,4990.28,64.97,35.83,55.15,20.59,31.68,2020-07-20,1282.78,186.38,32.85
601998.SH,中信银行,股份制银行Ⅱ,银行,股份制银行Ⅱ,北京,8.26,-0.24,7.27,-1.78,4596.28,2124.75,,,706.18,33.65,2007-04-27,68.06,15.73,-1.72
603993.SH,洛阳钼业,小金属,小金属,,河南,20.2,1.71,1.00,9.31,4321.59,2066.84,494.54,23.93,203.39,11.63,,300.61,204.92,-8.6
600030.SH,中信证券,证券Ⅱ,非银金融,证券Ⅱ,深圳,26.95,-1.03,-5.17,-1.28,3994.26,748.54,,,300.76,41.42,2003-01-06,36.65,-4.5,-11.6
002371.SZ,北方华创,半导体,电子,半导体,北京,540.79,-2.06,17.80,4.56,3920.73,393.53,157.82,40.1,55.22,13.74,2010-03-16,233.96,112.17,24.32
002384.SZ,东山精密,元件,电子,元件,江苏,211.39,0.15,149.72,14.95,3872.66,401.25,56.52,14.09,13.86,3.47,2010-04-09,1002.52,545.19,126.49
688235.SH,百济神州,化学制药,医药生物,化学制药,北京,247.5,-2.71,-7.86,6.22,3813.97,382.25,334.9,87.61,14.61,3.82,2021-12-15,,,
601166.SH,兴业银行,股份制银行Ⅱ,银行,股份制银行Ⅱ,福建,17.73,-0.11,-13.49,-2.26,3752.2,2127.41,,,774.69,36.6,2007-02-05,51.58,6.62,-9.98
000858.SZ,五 粮 液,白酒Ⅱ,食品饮料,白酒Ⅱ,四川,92.13,-0.51,-13.04,-8.05,3576.49,405.29,314.27,77.54,89.54,22.99,1998-04-27,-32.19,-35.17,-22.7
601601.SH,中国太保,保险Ⅱ,非银金融,保险Ⅱ,上海,36.9,-1.1,-11.95,1.54,3549.78,4351.56,,,535.05,12.73,2007-12-25,47.42,2.6,-28.94
600276.SH,恒瑞医药,化学制药,医药生物,化学制药,江苏,52.8,-1.64,-11.36,-3.72,3504.34,316.29,272.67,86.21,77.11,24.4,2000-10-18,12.08,10.37,-21.8
300476.SZ,胜宏科技,元件,电子,元件,广东,358.66,6.09,25.59,14.57,3471.83,192.92,67.95,35.22,43.12,22.35,2015-06-11,2073.93,764.8,11.15
688795.SH,摩尔线程-U,半导体,电子,半导体,北京,703.0,-5.38,19.58,-0.77,3304.1,15.06,9.87,65.57,,,2025-12-05,,,
601869.SH,长飞光纤,通信设备,通信,通信设备,湖北,397.23,2.06,241.38,6.36,3289.06,142.52,43.8,30.73,8.14,6.19,2018-07-20,1308.14,1215.23,222.58
002415.SZ,海康威视,计算机设备,计算机,计算机设备,浙江,35.55,-1.14,19.14,2.60,3258.16,925.08,424.4,45.88,141.95,16.68,2010-05-28,-3.11,8.31,2.77
300059.SZ,东方财富,证券Ⅱ,非银金融,证券Ⅱ,上海,20.49,-1.16,-11.22,1.64,3238.24,160.68,112.95,70.3,120.85,75.21,2010-03-19,39.49,-20.39,-19.79
601319.SH,中国人保,保险Ⅱ,非银金融,保险Ⅱ,北京,7.32,0.83,-18.21,3.10,3237.2,6690.44,,,466.46,9.42,2018-11-16,57.28,-1.51,-27.47
603259.SH,药明康德,医疗服务,医药生物,医疗服务,江苏,106.8,-4.03,17.83,-3.41,3186.91,454.56,216.55,47.64,191.51,42.53,2018-05-08,50.93,100.78,7.53
688802.SH,沐曦股份-U,半导体,电子,半导体,上海,784.0,-7.0,35.15,8.29,3136.0,16.44,9.29,56.51,,,2025-12-17,,,
600150.SH,中国船舶,航海装备Ⅱ,国防军工,航海装备Ⅱ,上海,41.15,1.33,23.72,-0.41,3096.95,1519.78,191.19,12.58,78.48,6.92,1998-05-20,25.18,7.05,6.55
002379.SZ,宏桥控股,工业金属,有色金属,工业金属,山东,23.68,0.34,0.04,-6.03,3085.74,1567.21,303.28,19.35,178.64,11.97,2010-03-31,379.63,117.88,-15.92
600000.SH,浦发银行,股份制银行Ⅱ,银行,股份制银行Ⅱ,上海,9.07,-0.22,-27.09,-3.20,3020.85,1739.64,,,500.17,28.97,1999-11-10,58.8,-4.12,-21.15
300274.SZ,阳光电源,光伏设备,电力设备,光伏设备,安徽,139.85,0.25,-18.24,7.67,2899.09,891.84,283.89,31.83,134.61,15.17,2011-11-02,201.05,151.39,1.67
000338.SZ,潍柴动力,汽车零部件,汽车,汽车零部件,山东,33.06,-5.54,92.21,9.91,2880.19,2318.09,497.82,21.48,109.31,5.9,2007-04-30,169.3,162.91,93.68
601211.SH,国泰海通,证券Ⅱ,非银金融,证券Ⅱ,上海,16.16,-0.8,-21.36,0.25,2848.85,631.07,,,278.09,46.22,2015-06-26,14.25,-8.48,-24.18
688347.SH,华虹公司,半导体,电子,半导体,上海,158.96,-4.19,47.36,15.12,2762.72,172.91,32.38,18.72,3.77,,2023-08-07,431.47,411.24,91.35
600930.SH,华电新能,电力,公用事业,电力,福建,6.32,-1.86,0.96,-0.78,2636.32,389.8,154.39,39.61,72.63,20.83,2025-07-16,-10.35,-10.35,1.58
600309.SH,万华化学,化学制品,基础化工,化学制品,山东,83.6,-1.42,9.02,-6.57,2616.68,2032.35,276.65,13.61,125.27,6.91,2001-01-05,6.02,11.97,-0.3
688008.SH,澜起科技,半导体,电子,半导体,上海,210.27,0.17,78.50,21.12,2569.5,54.56,33.95,62.23,22.36,39.03,2019-07-22,309.42,255.5,81.84
300394.SZ,天孚通信,通信设备,通信,通信设备,江苏,326.3,-0.56,60.72,5.33,2541.88,51.63,27.86,53.96,20.17,39.08,2015-02-17,870.45,578.07,110.65
002714.SZ,牧原股份,养殖业,农林牧渔,养殖业,河南,43.51,-1.27,-13.98,0.48,2511.83,1441.45,256.84,17.82,154.87,10.97,2014-01-28,-2.46,5.97,-23.87
601816.SH,京沪高铁,铁路公路,交通运输,铁路公路,北京,4.85,0.0,-5.83,-1.22,2372.91,430.62,201.88,46.88,131.72,30.66,2020-01-16,8.61,-14.52,-2.14
688820.SH,C盛合,半导体,电子,半导体,江苏,127.0,6.72,545.33,36.56,2366.01,65.21,20.21,30.99,9.21,14.12,2026-04-21,,,
003816.SZ,中国广核,电力,公用事业,电力,深圳,4.68,0.86,24.47,-0.64,2363.35,756.97,242.18,31.99,97.65,19.46,2019-08-26,55.76,21.66,24.4
603986.SH,兆易创新,半导体,电子,半导体,北京,334.1,-4.59,55.94,8.65,2342.04,92.03,37.01,40.22,16.48,18.23,2016-08-18,426.49,359.27,99.21
688012.SH,中微公司,半导体,电子,半导体,上海,370.0,-3.8,35.67,2.13,2319.9,123.85,48.5,39.17,21.11,16.67,2019-07-22,180.33,125.67,30.8
601225.SH,陕西煤业,煤炭开采,煤炭,煤炭开采,陕西,23.83,-1.04,11.77,-8.38,2310.32,1581.79,459.65,29.06,167.65,16.82,2014-01-28,43.55,22.56,23.82
000651.SZ,格力电器,白色家电,家用电器,白色家电,广东,39.91,0.05,1.75,3.82,2235.36,1711.18,508.06,29.81,290.03,16.93,1996-11-18,52.05,-7.7,-1.69
603288.SH,海天味业,调味发酵品Ⅱ,食品饮料,调味发酵品Ⅱ,广东,38.18,-1.42,3.98,-2.75,2234.29,288.73,116.14,40.22,70.38,24.4,2014-02-11,1.62,-18.19,-5.1
601898.SH,中煤能源,煤炭开采,煤炭,煤炭开采,北京,16.66,-2.52,33.92,-10.29,2208.95,1480.57,406.99,27.49,178.84,14.75,2008-02-01,89.56,46.79,35.12
301666.SZ,大普微-UW,半导体,电子,半导体,深圳,504.81,16.78,995.51,99.68,2200.97,22.89,0.8,3.51,,,2026-04-16,,,
000001.SZ,平安银行,股份制银行Ⅱ,银行,股份制银行Ⅱ,深圳,11.3,-0.62,-0.96,-1.40,2192.88,1314.42,,,426.33,32.43,1991-04-03,43.72,1.46,-4.43
002916.SZ,深南电路,元件,电子,元件,深圳,320.37,-0.97,37.92,1.73,2181.72,236.47,66.96,28.32,32.76,13.86,2017-12-13,662.58,322.8,58.32
002050.SZ,三花智控,家电零部件Ⅱ,家用电器,家电零部件Ⅱ,浙江,51.69,2.72,-6.34,17.05,2175.12,310.12,89.24,28.78,40.63,13.24,2005-06-07,61.24,98.35,-20.64
600188.SH,兖矿能源,煤炭开采,煤炭开采,,山东,21.44,0.0,63.04,-0.09,2151.93,1449.33,425.24,29.34,83.81,9.82,,75.09,83.75,81.12
601919.SH,中远海控,航运港口,交通运输,航运港口,天津,14.03,-0.28,-7.58,-1.41,2148.41,2195.04,440.09,20.05,308.68,16.05,2007-06-26,97.87,10.57,-0.27
002142.SZ,宁波银行,城商行Ⅱ,银行,城商行Ⅱ,浙江,32.05,-1.26,14.10,-3.61,2116.58,719.69,,,293.33,41.03,2007-07-19,75.28,39.54,11.58
600406.SH,国电南瑞,电网设备,电力设备,电网设备,江苏,26.08,-1.36,16.01,0.04,2094.75,662.29,171.12,25.84,82.79,13.37,2003-10-16,20.98,6.68,8.94
002463.SZ,沪电股份,元件,电子,元件,江苏,108.71,1.24,49.80,7.23,2091.58,189.45,67.21,35.48,38.22,20.16,2010-08-18,497.03,225.39,62.37
600919.SH,江苏银行,城商行Ⅱ,银行,城商行Ⅱ,江苏,11.29,0.71,12.13,-0.62,2071.83,879.42,,,345.01,41.26,2016-08-02,112.14,28.42,12.45
300760.SZ,迈瑞医疗,医疗器械,医药生物,医疗器械,深圳,170.61,0.06,-10.42,5.90,2067.79,332.82,200.74,60.32,81.36,25.39,2018-10-16,-46.65,-38.17,-24.55
601600.SH,中国铝业,铝,铝,,北京,11.9,-0.34,-2.62,2.06,2041.45,2411.25,434.7,18.03,126.74,8.93,,115.87,62.63,-13.29
300124.SZ,汇川技术,自动化设备,机械设备,自动化设备,深圳,75.0,-0.73,-0.44,22.23,2030.25,451.05,130.6,28.95,50.5,11.47,2010-09-28,21.36,33.3,-4.91
601668.SH,中国建筑,房屋建设Ⅱ,建筑装饰,房屋建设Ⅱ,北京,4.91,0.0,-4.29,1.66,2028.81,20821.42,2060.83,9.9,390.69,2.57,2009-07-29,15.56,-12.6,-5.83
601336.SH,新华保险,保险Ⅱ,非银金融,保险Ⅱ,北京,65.0,-0.6,-6.74,4.32,2028.0,1577.45,,,362.84,23.0,2011-12-16,116.39,31.61,-22.58
600989.SH,宝丰能源,化学原料,基础化工,化学原料,宁夏,27.62,-1.71,43.78,-10.79,2025.37,480.38,172.53,35.92,113.5,23.63,2019-05-16,83.26,59.62,29.09
000792.SZ,盐湖股份,农化制品,基础化工,农化制品,青海,38.05,-2.24,35.12,2.78,2013.61,155.01,89.68,57.86,84.76,57.72,1997-09-04,93.01,86.95,-1.94
301308.SZ,江波龙,半导体,电子,半导体,深圳,479.99,-0.69,96.04,25.75,2011.16,227.66,44.16,19.4,14.23,6.58,2022-08-05,500.4,521.16,78.78
600690.SH,海尔智家,白色家电,家用电器,白色家电,山东,21.39,-0.23,-18.01,0.23,2005.95,3023.47,806.08,26.66,195.53,6.67,1993-11-19,12.24,-21.86,-19.91
600183.SH,生益科技,元件,电子,元件,广东,82.0,0.0,14.83,7.02,1991.78,284.31,75.26,26.47,33.34,13.69,1998-10-28,725.0,503.6,85.16
600111.SH,北方稀土,小金属,有色金属,小金属,内蒙,54.75,-1.01,18.71,18.20,1979.21,425.63,51.96,12.21,22.51,6.72,1997-09-24,149.99,133.98,2.16
600487.SH,亨通光电,通信设备,通信,通信设备,江苏,77.27,1.72,212.45,13.15,1905.48,668.55,83.28,12.46,26.8,4.26,2003-08-22,564.56,361.29,204.68
002352.SZ,顺丰控股,物流,交通运输,物流,深圳,37.7,0.35,-1.62,1.84,1899.7,3082.27,410.48,13.32,111.17,3.79,2010-02-05,-2.14,-6.97,-7.14
600031.SH,三一重工,工程机械,机械设备,工程机械,北京,20.53,-2.14,-2.84,1.94,1887.73,897.0,245.71,27.54,84.08,9.51,2003-07-03,40.35,19.64,-15.0
302132.SZ,中航成飞,军工电子Ⅱ,国防军工,军工电子Ⅱ,陕西,69.98,2.73,-11.42,4.79,1869.87,753.59,63.75,8.46,34.32,4.62,2010-08-27,43.17,-6.12,-22.2
601985.SH,中国核电,电力,公用事业,电力,北京,9.07,0.11,5.10,-0.22,1865.52,820.75,339.14,41.32,93.04,21.9,2015-06-10,26.01,-7.92,5.64
000063.SZ,中兴通讯,通信设备,通信设备,,深圳,38.68,-0.57,2.22,7.41,1850.45,1338.95,405.04,30.25,56.18,4.16,,44.44,-5.93,-8.24
601818.SH,光大银行,股份制银行Ⅱ,银行,股份制银行Ⅱ,北京,3.12,0.0,-7.83,-0.95,1843.48,1263.11,,,388.26,30.99,2010-08-18,29.06,-8.61,-6.96
300033.SZ,同花顺,软件开发,计算机,软件开发,浙江,244.56,-1.08,7.98,5.78,1841.54,60.29,55.19,91.54,32.05,53.16,2009-12-25,122.05,23.55,-2.02
600025.SH,华能水电,电力,公用事业,电力,云南,9.59,-0.42,5.62,-0.83,1786.71,265.95,151.54,56.98,85.04,34.66,2017-12-15,19.39,11.6,10.99
601066.SH,中信建投,证券Ⅱ,非银金融,证券Ⅱ,北京,22.92,-0.78,-13.85,5.14,1777.9,233.22,,,94.39,40.54,2018-06-20,8.82,0.58,-9.24
002460.SZ,赣锋锂业,能源金属,有色金属,能源金属,江西,84.77,-3.67,34.79,3.25,1777.63,230.82,36.29,15.72,16.13,5.47,2010-08-10,71.56,105.96,8.56
001280.SZ,中国铀业,小金属,有色金属,小金属,北京,85.28,-1.07,39.99,3.60,1763.59,198.94,39.44,19.83,16.45,9.61,2025-12-03,,,
002938.SZ,鹏鼎控股,元件,电子,元件,深圳,75.54,-0.38,49.35,1.23,1751.02,391.47,84.17,21.5,37.38,9.49,2018-09-18,399.9,198.67,99.31
600887.SH,伊利股份,饮料乳品,食品饮料,饮料乳品,内蒙,27.52,-0.04,-3.78,7.96,1740.64,1159.31,399.82,34.58,115.65,9.96,1996-03-12,15.53,-3.09,-5.63
600809.SH,山西汾酒,白酒Ⅱ,食品饮料,白酒Ⅱ,山西,141.6,-1.5,-17.53,2.08,1727.52,387.18,289.82,74.85,122.46,31.76,1994-01-06,-39.38,-25.47,-27.61
601688.SH,华泰证券,证券Ⅱ,非银金融,证券Ⅱ,江苏,19.11,-1.14,-18.99,-0.83,1725.06,358.1,,,163.83,45.72,2010-02-26,46.71,13.75,-23.9
601633.SH,长城汽车,乘用车,汽车,乘用车,河北,19.8,-0.25,-12.51,-1.05,1694.48,2228.24,402.02,18.04,98.65,4.43,2011-09-28,-28.91,-31.52,-23.81
600362.SH,江西铜业,工业金属,有色金属,工业金属,江西,48.76,2.44,-11.22,10.12,1688.56,5446.23,239.37,4.4,71.3,1.37,2002-01-11,163.35,125.43,-20.52
601766.SH,中国中车,轨交设备Ⅱ,机械设备,轨交设备Ⅱ,北京,5.88,-1.01,-13.78,-0.51,1687.5,2730.63,583.79,21.38,131.81,6.19,2008-08-18,22.2,-24.35,-16.47
600547.SH,山东黄金,贵金属,有色金属,贵金属,山东,36.5,1.47,-5.71,4.92,1682.65,1042.87,213.38,20.46,47.39,6.35,2003-08-28,31.02,28.84,-26.82
601698.SH,中国卫通,航天装备Ⅱ,国防军工,航天装备Ⅱ,北京,39.8,5.21,11.39,13.36,1681.15,26.45,7.79,29.45,4.41,20.02,2019-06-28,73.38,51.55,-24.5
601995.SH,中金公司,证券,证券,,北京,34.31,-0.32,-1.97,-0.06,1656.14,284.81,,,97.91,34.41,,-8.17,4.83,-4.73
300408.SZ,三环集团,元件,电子,元件,广东,86.3,-0.78,88.63,5.66,1653.51,90.07,37.95,42.14,26.18,29.05,2014-12-03,344.68,247.03,172.04
000776.SZ,广发证券,证券Ⅱ,非银金融,证券Ⅱ,广东,20.96,-0.99,-4.81,-0.66,1640.12,354.93,,,137.02,42.13,1997-06-11,42.85,27.18,-16.92
600016.SH,民生银行,股份制银行Ⅱ,银行,股份制银行Ⅱ,北京,3.69,0.0,-3.66,-1.07,1615.56,1428.65,,,305.63,21.41,2000-12-19,11.63,-5.82,-6.75
300442.SZ,润泽科技,通信服务,通信,通信服务,河北,98.08,0.65,85.76,11.06,1602.63,56.74,26.12,46.04,50.5,88.99,2015-04-24,249.95,65.13,46.79
600346.SH,恒力石化,炼化及贸易,石油石化,炼化及贸易,辽宁,22.39,-0.13,-0.62,3.85,1576.03,2010.87,264.18,13.14,70.75,3.52,2001-08-20,48.05,23.73,-19.57
601872.SH,招商轮船,航运港口,交通运输,航运港口,上海,19.49,5.75,117.04,16.01,1573.82,281.77,74.6,26.47,60.12,21.54,2006-12-01,183.08,160.4,73.13
601127.SH,赛力斯,乘用车,汽车,乘用车,重庆,90.3,1.24,-25.35,1.52,1573.03,1650.54,481.0,29.14,59.57,3.72,2016-06-15,11.64,-37.07,-33.98
600104.SH,上汽集团,乘用车,汽车,乘用车,上海,13.64,0.37,-10.38,0.29,1567.92,6562.44,652.08,10.09,101.06,2.7,1997-11-25,-5.84,-35.54,-19.99
600660.SH,福耀玻璃,汽车零部件,汽车,汽车零部件,福建,59.99,0.96,-7.38,0.96,1565.74,457.87,170.65,37.27,93.12,20.35,1993-06-10,61.58,-7.2,-17.09
002028.SZ,思源电气,电网设备,电力设备,电网设备,上海,198.1,-4.15,28.15,1.46,1549.14,215.39,66.29,30.77,31.5,15.13,2004-08-05,317.39,198.8,42.9
300999.SZ,金龙鱼,农产品加工,农林牧渔,农产品加工,上海,28.51,0.42,-0.80,3.52,1545.81,2451.26,157.61,6.43,31.53,1.38,2020-10-15,-15.25,-12.5,-5.83
000725.SZ,京东方Ａ,光学光电子,电子,光学光电子,北京,4.17,-0.95,-0.95,0.48,1544.73,2045.9,319.88,15.64,58.57,2.46,2001-01-12,41.42,27.92,26.71
600176.SH,中国巨石,玻璃玻纤,建筑材料,玻璃玻纤,浙江,38.0,0.18,122.22,10.14,1521.14,188.81,62.53,33.12,32.85,18.09,1999-04-22,330.32,269.88,121.37
601100.SH,恒立液压,工程机械,机械设备,工程机械,江苏,113.41,0.01,3.18,8.51,1520.83,109.41,45.49,41.58,27.34,25.04,2011-10-28,107.92,120.09,-1.94
300433.SZ,蓝思科技,消费电子,电子,消费电子,湖南,28.55,3.37,-5.68,11.44,1507.15,744.1,118.98,15.99,40.18,5.43,2015-03-18,241.05,103.83,30.56
300014.SZ,亿纬锂能,电池,电力设备,电池,广东,69.9,-2.66,6.30,-0.75,1504.25,614.7,99.41,16.17,41.34,7.0,2009-10-30,65.05,47.96,-5.45
603268.SH,松发股份,航海装备Ⅱ,国防军工,航海装备Ⅱ,广东,154.53,3.33,85.33,8.31,1500.49,216.39,44.15,20.4,26.55,12.27,2015-03-19,652.27,240.13,58.08
002353.SZ,杰瑞股份,专用设备,机械设备,专用设备,山东,146.38,-2.93,106.66,17.08,1498.93,162.23,51.41,31.69,26.8,16.96,2010-02-05,444.38,319.87,104.79
688818.SH,电科蓝天,航天装备Ⅱ,国防军工,航天装备Ⅱ,天津,85.64,19.99,804.33,32.49,1487.57,32.86,8.33,25.33,3.27,9.97,2026-02-10,,,
002281.SZ,光迅科技,通信设备,通信,通信设备,湖北,180.72,10.0,158.36,31.91,1458.41,119.29,27.95,23.43,9.46,7.81,2009-08-21,645.62,306.49,188.44
000568.SZ,泸州老窖,白酒Ⅱ,食品饮料,白酒Ⅱ,四川,97.53,-1.53,-15.09,-2.66,1435.64,257.31,222.89,86.62,108.31,42.21,1994-05-09,-43.56,-20.52,-22.5
001289.SZ,龙源电力,电力,公用事业,电力,北京,17.15,-1.1,14.03,5.54,1433.74,302.53,105.24,34.79,45.26,18.14,2022-01-24,-2.37,28.92,24.95
601868.SH,中国能建,基础建设,建筑装饰,基础建设,北京,3.22,3.21,37.02,15.83,1424.53,4529.3,552.19,12.19,58.4,2.15,2021-09-28,43.7,33.43,23.31
600050.SH,中国联通,通信服务,通信,通信服务,北京,4.52,0.67,-11.55,-0.22,1413.13,3922.23,923.17,23.54,91.27,5.3,2002-10-09,10.8,-9.22,-14.73
600760.SH,中航沈飞,航空装备Ⅱ,国防军工,航空装备Ⅱ,山东,49.7,3.54,-11.27,3.43,1409.0,446.56,61.16,13.7,35.18,7.93,1996-10-11,6.48,-7.82,-24.32
603019.SH,中科曙光,计算机设备,计算机,计算机设备,天津,96.3,-2.48,12.54,5.94,1408.87,149.64,45.76,30.58,21.76,14.42,2014-11-06,123.44,27.03,-2.23
601881.SH,中国银河,证券Ⅱ,非银金融,证券Ⅱ,北京,12.84,-0.85,-18.32,1.34,1403.93,283.02,,,125.2,44.24,2017-01-23,10.71,-10.5,-23.0
601009.SH,南京银行,城商行Ⅱ,银行,城商行Ⅱ,江苏,11.32,-0.53,-0.96,-3.08,1399.6,555.42,,,218.07,39.71,2007-07-19,85.56,12.81,-0.8
600019.SH,宝钢股份,普钢,钢铁,普钢,上海,6.41,1.42,-13.96,0.63,1396.23,3175.08,229.85,7.24,103.46,3.59,2000-12-12,10.02,-9.9,-17.03
600522.SH,中天科技,通信设备,通信,通信设备,江苏,40.9,6.57,125.72,16.86,1395.92,525.0,72.85,13.88,29.02,5.59,2002-10-24,231.51,194.13,115.25
600999.SH,招商证券,证券Ⅱ,非银金融,证券Ⅱ,深圳,15.92,-0.62,-4.33,1.79,1384.56,249.72,,,123.5,49.33,2009-11-17,34.69,-3.35,0.53
300857.SZ,协创数据,消费电子,电子,消费电子,深圳,284.5,-0.17,136.60,9.00,1379.82,122.36,23.54,19.24,11.64,9.41,2020-07-27,824.72,350.7,78.57
688521.SH,芯原股份,半导体,电子,半导体,上海,262.0,-4.73,91.28,14.33,1378.12,31.52,10.78,34.19,,,2020-08-18,,,
000657.SZ,中钨高新,小金属,有色金属,小金属,海南,60.47,-4.3,118.22,16.07,1378.11,176.39,41.75,23.67,12.81,7.89,1996-12-05,598.89,619.59,121.68
000408.SZ,藏格矿业,能源金属,有色金属,能源金属,青海,87.7,-1.05,5.79,-1.16,1376.89,35.77,21.19,59.24,38.52,107.28,1996-06-28,239.49,206.84,-14.06
000988.SZ,华工科技,自动化设备,机械设备,自动化设备,湖北,136.69,2.39,72.31,18.25,1375.1,143.55,30.46,21.22,14.71,10.13,2000-06-08,390.3,251.26,74.62
605117.SH,德业股份,光伏设备,电力设备,光伏设备,浙江,151.27,-1.99,75.49,8.07,1375.04,122.24,46.61,38.13,31.71,25.92,2021-04-20,373.72,192.46,87.04
600089.SH,特变电工,电网设备,电力设备,电网设备,新疆,27.2,-2.16,22.41,1.34,1374.42,973.18,182.81,18.8,59.54,6.17,1997-06-18,97.17,118.5,15.65
688525.SH,佰维存储,半导体,电子,半导体,深圳,290.45,-3.13,153.03,11.37,1368.02,113.02,24.23,21.44,8.53,7.42,2022-12-30,,,
600489.SH,中金黄金,贵金属,有色金属,贵金属,北京,28.22,1.69,20.80,11.67,1367.82,790.75,132.1,16.71,49.34,7.76,2003-08-14,141.54,89.39,-6.85
