ts_code,name,industry,industry_l1,industry_l2,area,close,pct_chg,pe,pb,total_mv,revenue,gross_profit,gpr,net_profit,npm,list_date,ytd_2024,ytd_2025,ytd_2026
300627.SZ,华测导航,通信设备,通信,通信设备,上海,33.61,2.16,-3.72,4.97,264.51,36.99,22.56,60.98,6.85,18.48,2017-03-21,35.11,4.91,-22.5
601778.SH,晶科科技,电力,公用事业,电力,江西,7.39,-0.4,98.66,3.79,264.04,39.0,16.31,41.82,3.3,8.62,2020-05-19,67.05,114.05,50.77
600566.SH,济川药业,中药Ⅱ,医药生物,中药Ⅱ,湖北,28.62,0.92,8.82,7.11,263.88,62.19,49.1,78.95,17.78,28.6,2001-08-22,-7.32,6.41,4.8
301005.SZ,超捷股份,汽车零部件,汽车,汽车零部件,上海,196.83,5.21,26.77,17.20,263.75,8.79,1.72,19.58,0.16,1.62,2021-06-01,507.24,393.84,-5.63
600873.SH,梅花生物,化学制品,基础化工,化学制品,西藏,9.38,-1.05,-7.40,-7.31,263.02,242.09,45.99,19.0,32.81,13.55,1995-02-17,8.86,-0.41,-7.65
000951.SZ,中国重汽,商用车,汽车,商用车,山东,22.34,-2.49,32.19,-2.19,262.5,577.37,45.02,7.8,16.66,4.15,1999-11-25,81.58,35.32,28.38
688372.SH,伟测科技,半导体,电子,半导体,上海,155.99,-4.87,42.99,1.95,262.06,15.75,6.2,39.37,3.03,19.26,2022-10-26,160.39,238.65,34.26
002841.SZ,视源股份,消费电子,电子,消费电子,广东,37.65,0.88,-3.25,3.34,262.04,243.54,48.8,20.04,10.13,4.71,2017-01-19,-11.24,9.84,-6.27
002180.SZ,奔图科技,计算机设备,计算机,计算机设备,广东,18.4,-0.54,-9.00,-0.54,261.65,165.15,48.5,29.37,,,2007-11-13,-30.39,-41.76,-24.77
000811.SZ,冰轮环境,通用设备,机械设备,通用设备,山东,26.28,0.96,41.90,7.93,260.7,70.52,18.99,26.93,5.64,8.93,1998-05-28,201.71,241.07,67.22
688390.SH,固德威,光伏设备,电力设备,光伏设备,江苏,107.14,-2.99,72.44,21.34,260.35,88.89,19.12,21.51,1.35,1.83,2020-09-04,60.95,261.45,126.8
600132.SH,重庆啤酒,非白酒,食品饮料,非白酒,重庆,53.78,1.05,2.95,-4.12,260.3,147.22,74.9,50.88,12.31,16.83,1997-10-30,-6.94,-11.58,2.14
603618.SH,杭电股份,电网设备,电力设备,电网设备,浙江,37.62,10.0,366.75,29.46,259.95,94.51,10.12,10.7,,,2015-02-17,506.31,632.19,360.91
600095.SH,湘财股份,证券Ⅱ,非银金融,证券Ⅱ,黑龙江,9.09,0.44,-17.81,3.06,259.88,24.2,0.12,3.99,4.64,154.19,1997-07-08,15.25,21.95,-24.71
002506.SZ,协鑫集成,光伏设备,电力设备,光伏设备,上海,4.43,-0.67,58.21,1.84,259.15,153.43,3.57,2.33,,,2010-11-18,28.31,35.8,24.2
002176.SZ,江特电机,电机Ⅱ,电力设备,电机Ⅱ,江西,15.15,-2.38,55.54,3.55,258.46,19.55,0.39,1.97,,,2007-10-12,-14.54,60.61,16.85
601156.SH,东航物流,物流,交通运输,物流,上海,16.27,-1.09,-11.62,-0.85,258.37,242.64,47.62,19.63,26.88,12.72,2021-06-09,18.9,4.92,-7.7
600038.SH,中直股份,航空装备Ⅱ,国防军工,航空装备Ⅱ,黑龙江,31.48,1.42,-12.87,-0.63,258.14,290.86,26.83,9.22,6.52,2.05,2000-12-18,-27.64,-24.92,-23.79
002192.SZ,融捷股份,能源金属,有色金属,能源金属,广东,99.1,-5.71,91.50,9.79,257.66,8.4,4.3,51.18,2.79,32.46,2007-12-05,54.27,161.92,49.69
600206.SH,有研新材,半导体,电子,半导体,北京,30.4,3.65,49.53,14.16,257.49,95.42,8.59,9.01,2.65,2.56,1999-03-19,125.5,79.75,30.98
600765.SH,中航重机,航空装备Ⅱ,国防军工,航空装备Ⅱ,贵州,16.59,2.92,-13.41,6.83,257.48,101.15,28.28,27.96,6.09,7.39,1996-11-06,-23.47,-26.79,-24.99
600977.SH,中国电影,影视院线,传媒,影视院线,北京,13.79,1.85,-12.28,2.53,257.46,48.33,7.14,14.77,1.17,2.72,2016-08-09,24.86,33.88,-2.6
603885.SH,吉祥航空,航空机场,交通运输,航空机场,上海,11.78,0.43,-20.83,3.15,257.28,224.99,28.01,12.45,10.4,4.62,2015-05-27,0.39,-8.74,-19.3
002217.SZ,合力泰,光学光电子,电子,光学光电子,福建,3.43,-2.0,12.46,15.10,256.53,16.85,2.94,17.45,0.23,1.76,2008-02-20,-3.36,14.1,-15.64
600754.SH,锦江酒店,酒店餐饮,社会服务,酒店餐饮,上海,24.04,0.17,-4.87,-4.53,256.27,138.11,53.0,38.38,9.25,7.16,1996-10-11,-26.28,-20.28,-12.69
600323.SH,瀚蓝环境,环境治理,环保,环境治理,广东,31.43,-1.01,9.90,0.32,256.15,139.37,46.29,33.21,19.73,16.46,2000-12-25,98.36,41.34,8.34
688333.SH,铂力特,通用设备,机械设备,通用设备,陕西,93.4,1.25,-16.24,11.72,255.92,18.52,6.98,37.72,2.04,11.01,2019-07-22,22.1,132.64,-5.97
002969.SZ,嘉美包装,包装印刷,轻工制造,包装印刷,安徽,23.3,3.51,84.04,12.83,255.83,28.15,3.78,13.44,0.87,3.08,2019-12-02,378.82,511.48,36.13
688425.SH,铁建重工,工程机械,机械设备,工程机械,湖南,4.79,-0.62,-5.52,0.42,255.45,100.45,29.21,29.08,14.83,14.76,2021-06-22,17.74,8.08,-13.18
603077.SH,和邦生物,农化制品,基础化工,农化制品,四川,2.89,-0.34,27.88,-1.03,255.24,71.88,8.28,11.52,,,2012-07-31,6.75,26.26,10.13
000962.SZ,东方钽业,小金属,有色金属,小金属,宁夏,48.39,-1.47,46.37,11.96,255.02,15.43,2.84,18.43,2.58,16.87,2000-01-20,339.39,303.05,66.15
002364.SZ,中恒电气,其他电源设备Ⅱ,电力设备,其他电源设备Ⅱ,浙江,45.15,-2.48,70.76,12.87,254.65,21.37,5.31,24.84,1.26,6.16,2010-03-05,568.34,330.42,90.24
600998.SH,九州通,医药商业,医药生物,医药商业,湖北,5.05,-0.2,-1.37,-1.94,254.62,1613.9,125.5,7.78,22.55,1.49,2010-11-02,-4.87,2.68,-7.89
601099.SH,太平洋,证券Ⅱ,非银金融,证券Ⅱ,云南,3.73,-0.8,-9.25,2.19,254.24,13.27,,,2.11,15.85,2007-12-28,-6.87,-16.71,-18.71
002245.SZ,蔚蓝锂芯,电池,电力设备,电池,江苏,22.03,-2.57,23.76,6.12,254.23,81.13,16.11,19.85,7.11,9.74,2008-06-05,262.47,158.84,68.05
002491.SZ,通鼎互联,通信设备,通信,通信设备,江苏,20.66,10.01,244.33,24.76,254.12,34.13,6.64,19.45,,,2010-10-21,343.59,401.08,285.38
603290.SH,斯达半导,半导体,电子,半导体,浙江,106.26,0.25,10.58,-4.34,253.96,40.12,10.47,26.09,4.05,10.21,2020-02-04,-5.1,36.6,18.27
600835.SH,上海机电,专用设备,机械设备,专用设备,上海,24.82,-0.68,-17.29,5.53,253.91,192.94,29.57,15.32,7.92,6.17,1994-02-24,102.11,31.68,-25.53
603816.SH,顾家家居,家居用品,轻工制造,家居用品,浙江,30.84,3.14,0.33,7.16,253.2,200.56,65.71,32.76,17.9,9.31,2016-10-14,-8.35,8.15,-8.35
001339.SZ,智微智能,计算机设备,计算机,计算机设备,深圳,100.46,-0.34,96.56,14.16,253.16,40.87,8.23,20.14,1.71,6.66,2022-08-15,227.89,199.41,99.83
600410.SH,华胜天成,IT服务Ⅱ,计算机,IT服务Ⅱ,北京,23.09,-1.95,29.14,-1.32,253.07,46.59,5.57,11.96,0.28,1.39,2004-04-27,187.03,168.01,1.93
688192.SH,迪哲医药-U,化学制药,医药生物,化学制药,江苏,54.32,-4.52,-5.69,-2.60,252.59,8.01,7.67,95.73,,,2021-12-10,,,
300903.SZ,科翔股份,元件,电子,元件,广东,58.06,-1.16,200.98,27.44,252.56,37.2,2.62,7.04,,,2020-11-05,559.01,748.98,232.3
000519.SZ,中兵红箭,地面兵装Ⅱ,国防军工,地面兵装Ⅱ,河南,18.12,1.63,-0.49,4.68,252.41,92.74,13.3,14.35,0.42,0.65,1993-10-08,37.37,38.51,4.22
688475.SH,萤石网络,计算机设备,计算机,计算机设备,浙江,31.9,-1.21,5.94,5.28,251.37,59.01,26.07,44.18,5.67,9.6,2022-12-28,-5.25,-1.34,-7.26
000750.SZ,国海证券,证券Ⅱ,非银金融,证券Ⅱ,广西,3.93,-0.25,-7.31,3.15,250.97,34.55,,,7.69,24.6,1997-07-09,9.32,-7.63,-12.44
300623.SZ,捷捷微电,半导体,电子,半导体,江苏,30.13,1.07,10.89,4.84,250.68,34.94,10.81,30.93,4.77,13.62,2017-03-14,115.71,4.73,18.92
688709.SH,成都华微,半导体,电子,半导体,四川,39.34,-1.82,-14.46,-4.58,250.6,7.6,5.32,69.95,1.54,21.52,2024-02-07,78.9,20.45,-31.5
001896.SZ,豫能控股,电力,公用事业,电力,河南,16.41,-2.09,215.58,4.32,250.42,112.3,15.37,13.69,3.9,3.7,1998-01-22,299.32,336.88,236.19
603301.SH,振德医疗,医疗器械,医药生物,医疗器械,浙江,94.76,1.34,34.41,5.43,250.17,43.3,14.69,33.92,2.61,6.17,2018-04-12,253.54,301.26,15.96
600032.SH,浙江新能,电力,公用事业,电力,浙江,10.4,-1.61,40.35,-1.05,250.12,48.76,19.44,39.86,5.06,15.34,2021-05-25,33.51,50.96,43.03
002670.SZ,国盛证券,证券Ⅱ,非银金融,证券Ⅱ,江西,12.9,0.39,-23.40,3.53,249.62,17.87,,,2.73,15.27,2012-04-16,25.3,-14.46,-32.51
600098.SH,广州发展,电力,公用事业,电力,广东,7.11,-0.7,8.72,-1.80,249.28,508.83,44.43,8.74,23.19,4.88,1997-07-18,67.15,39.34,22.75
688800.SH,瑞可达,其他电子Ⅱ,电子,其他电子Ⅱ,江苏,121.0,-3.13,45.78,34.19,249.26,31.51,6.98,22.15,2.99,9.59,2021-07-22,290.65,195.76,42.87
002468.SZ,申通快递,物流,交通运输,物流,浙江,16.28,-0.61,21.31,-1.63,249.25,555.86,35.62,6.41,13.69,2.46,2010-09-08,97.16,53.7,11.83
002536.SZ,飞龙股份,汽车零部件,汽车,汽车零部件,河南,43.34,10.0,45.93,18.71,249.21,45.45,10.89,23.96,3.17,6.65,2011-01-11,196.63,242.0,25.54
601228.SH,广州港,航运港口,交通运输,航运港口,广东,3.3,0.92,1.85,2.17,248.98,139.08,31.92,22.95,8.22,7.7,2017-03-29,2.34,-2.51,-2.78
601020.SH,华钰矿业,工业金属,有色金属,工业金属,西藏,30.35,1.4,12.99,-0.10,248.87,20.71,10.14,48.98,8.71,46.51,2016-03-16,143.48,102.44,-11.98
001337.SZ,四川黄金,贵金属,有色金属,贵金属,四川,59.19,1.44,112.46,25.24,248.6,10.26,6.45,62.81,4.66,45.4,2023-03-03,83.69,141.49,73.57
000825.SZ,太钢不锈,特钢Ⅱ,钢铁,特钢Ⅱ,山西,4.36,2.11,-10.84,3.81,248.35,903.75,17.14,1.9,0.52,0.08,1998-10-21,4.24,16.27,-19.8
000733.SZ,振华科技,军工电子Ⅱ,国防军工,军工电子Ⅱ,贵州,44.7,2.31,-14.71,-4.55,247.64,57.55,26.44,45.95,10.25,17.82,1997-07-03,-9.97,28.23,-4.93
688279.SH,峰岹科技,半导体,电子,半导体,深圳,215.26,5.05,5.78,6.49,247.55,7.74,4.07,52.57,2.19,28.29,2022-04-20,82.87,41.31,6.19
600967.SH,内蒙一机,地面兵装Ⅱ,国防军工,地面兵装Ⅱ,内蒙,14.54,2.97,-13.45,4.98,247.47,100.25,12.21,12.18,3.35,3.34,2004-05-18,59.32,58.98,-25.74
002048.SZ,宁波华翔,汽车零部件,汽车,汽车零部件,浙江,30.4,5.08,-3.37,15.63,247.46,261.86,42.72,16.31,4.18,2.69,2005-06-03,118.03,116.15,-16.56
002265.SZ,建设工业,汽车零部件,汽车,汽车零部件,云南,23.92,3.37,-10.81,8.88,247.09,45.1,7.68,17.03,2.33,5.19,2008-08-06,78.36,-20.16,-24.83
300024.SZ,机器人,自动化设备,机械设备,自动化设备,辽宁,15.75,2.14,-13.41,9.68,246.65,41.22,5.14,12.48,,,2009-10-30,26.33,-15.71,-19.83
600521.SH,华海药业,化学制药,医药生物,化学制药,浙江,16.45,0.43,-3.06,4.11,246.26,85.87,51.66,60.16,2.66,2.65,2003-03-04,12.66,-6.14,-9.46
603730.SH,岱美股份,汽车零部件,汽车,汽车零部件,上海,11.45,2.78,30.71,8.43,246.06,64.22,16.8,26.15,6.6,10.27,2017-07-28,60.59,98.28,47.39
000709.SZ,河钢股份,普钢,钢铁,普钢,河北,2.38,0.0,3.03,5.31,246.02,1181.37,125.86,10.65,10.02,0.9,1997-04-16,8.65,6.6,-3.0
600343.SH,航天动力,通用设备,机械设备,通用设备,陕西,38.48,10.01,-21.42,17.17,245.5,8.24,0.93,11.27,,,2003-04-08,178.29,191.6,-34.65
603171.SH,税友股份,IT服务Ⅱ,计算机,IT服务Ⅱ,浙江,60.38,-0.95,9.52,13.67,245.14,20.54,11.77,57.3,1.36,6.64,2021-06-30,45.25,69.08,-19.11
002237.SZ,恒邦股份,贵金属,有色金属,贵金属,山东,17.14,0.41,27.72,7.73,245.1,1123.94,22.83,2.03,6.38,0.55,2008-05-20,30.1,40.42,0.72
688301.SH,奕瑞科技,医疗器械,医药生物,医疗器械,上海,116.1,-1.68,14.83,2.96,244.97,22.51,11.56,51.36,6.5,28.09,2020-09-18,17.78,166.55,72.62
688727.SH,恒坤新材,半导体,电子,半导体,福建,54.56,2.19,14.21,10.78,244.97,6.59,2.95,44.84,0.98,14.84,2025-11-18,,,
000875.SZ,电投绿能,电力,公用事业,电力,吉林,6.74,-0.15,19.50,2.59,244.46,131.15,31.11,23.72,5.15,8.64,2002-09-26,67.61,40.23,25.89
000887.SZ,中鼎股份,汽车零部件,汽车,汽车零部件,安徽,18.56,2.2,-20.03,7.78,244.25,198.0,46.02,23.24,15.89,7.96,1998-12-03,77.12,70.4,-8.25
601928.SH,凤凰传媒,出版,传媒,出版,江苏,9.56,0.21,-4.78,0.84,243.3,123.47,49.52,40.11,17.95,14.73,2011-11-30,16.48,-15.06,-8.74
603605.SH,珀莱雅,化妆品,美容护理,化妆品,浙江,61.42,-0.29,-10.31,-0.05,243.22,105.97,77.64,73.26,14.98,14.56,2017-11-15,-30.68,-19.03,-2.43
600970.SH,中材国际,专业工程,建筑装饰,专业工程,江苏,9.26,-3.24,-10.88,-7.21,242.8,495.99,91.78,18.5,28.62,6.21,2005-04-12,3.46,2.05,-12.56
600170.SH,上海建工,房屋建设Ⅱ,建筑装饰,房屋建设Ⅱ,上海,2.73,0.0,3.02,3.02,242.59,2059.97,212.34,10.31,12.37,0.5,1998-06-23,15.11,4.02,-3.72
603026.SH,石大胜华,电池,电力设备,电池,山东,103.92,-4.29,38.91,-4.14,242.13,68.08,4.75,6.98,0.16,,2015-05-29,102.19,165.65,13.14
600773.SH,西藏城投,房地产开发,房地产,房地产开发,西藏,25.43,-3.01,105.25,-6.40,242.09,9.19,1.83,19.96,,,1996-11-08,90.34,94.68,63.35
600388.SH,龙净环保,环保设备Ⅱ,环保,环保设备Ⅱ,福建,19.06,-0.68,16.86,4.55,242.06,118.72,29.88,25.17,11.12,9.33,2000-12-29,55.31,55.19,16.05
603698.SH,航天工程,专用设备,机械设备,专用设备,北京,45.15,2.01,16.52,14.33,242.0,42.17,8.12,19.26,2.17,7.17,2015-01-28,148.47,141.51,-6.88
002044.SZ,美年健康,医疗服务,医药生物,医疗服务,浙江,6.17,-0.48,16.86,19.11,241.49,103.6,42.85,41.36,2.85,3.58,2005-05-18,-3.52,25.91,4.4
002249.SZ,大洋电机,电机Ⅱ,电力设备,电机Ⅱ,广东,9.8,2.08,-10.09,9.99,241.28,122.21,27.3,22.34,10.83,9.46,2008-06-19,96.27,69.35,-18.93
000766.SZ,通化金马,化学制药,医药生物,化学制药,吉林,24.95,-3.11,-9.24,7.22,241.02,11.7,8.44,72.13,0.34,2.92,1997-04-30,20.58,53.59,-10.79
300170.SZ,汉得信息,IT服务Ⅱ,计算机,IT服务Ⅱ,上海,23.43,-0.21,23.84,19.12,239.69,34.15,12.18,35.67,2.27,7.11,2011-02-01,132.07,53.75,-7.66
002151.SZ,北斗星通,军工电子Ⅱ,国防军工,军工电子Ⅱ,北京,44.05,0.0,-3.04,12.09,239.19,22.13,7.82,35.35,,,2007-08-13,18.17,43.69,-26.36
603565.SH,中谷物流,航运港口,交通运输,航运港口,上海,11.39,1.42,13.45,3.83,239.19,106.17,24.99,23.54,20.01,18.87,2020-09-25,76.69,33.29,8.97
000088.SZ,盐 田 港,航运港口,交通运输,航运港口,深圳,4.59,0.44,3.15,1.77,238.63,8.58,2.65,30.92,14.48,173.79,1997-07-28,-0.66,-0.04,1.12
600246.SH,万通发展,房地产开发,房地产,房地产开发,北京,12.27,0.08,-0.24,20.06,238.41,4.63,0.94,20.31,,,2000-09-22,144.07,99.5,26.11
600390.SH,五矿资本,多元金融,非银金融,多元金融,湖南,5.29,-0.19,-4.68,3.73,237.94,69.43,0.76,4.29,4.36,33.15,2001-01-15,7.28,-21.57,-13.55
601969.SH,海南矿业,冶钢原料,钢铁,冶钢原料,海南,11.94,-1.57,0.51,2.23,237.84,44.16,11.42,25.87,4.31,9.16,2014-12-09,56.25,48.57,-14.09
601128.SH,常熟银行,农商行Ⅱ,银行,农商行Ⅱ,江苏,7.13,-0.7,1.28,-2.73,236.5,116.19,,,42.19,38.42,2016-09-30,55.07,15.69,2.41
603063.SH,禾望电气,风电设备,电力设备,风电设备,深圳,51.5,1.48,55.73,22.42,236.38,41.68,15.84,38.01,5.31,12.98,2017-07-28,121.19,166.73,62.03
300718.SZ,长盛轴承,通用设备,机械设备,通用设备,浙江,79.01,6.65,-7.44,16.12,236.24,12.68,4.44,35.01,2.53,20.98,2017-11-06,308.46,125.6,-14.99
600518.SH,康美药业,中药Ⅱ,医药生物,中药Ⅱ,广东,1.7,0.59,-10.99,-0.58,235.09,52.52,10.49,19.97,0.1,0.24,2001-03-19,-16.22,-32.61,-19.27
002423.SZ,中粮资本,多元金融,非银金融,多元金融,河南,10.19,-0.29,-12.91,0.69,234.78,95.94,0.47,23.32,11.33,880.65,2010-06-03,45.8,-27.18,-21.6
600582.SH,天地科技,专用设备,机械设备,专用设备,北京,5.67,0.0,-2.74,-1.22,234.68,292.42,74.87,25.6,24.47,12.96,2002-05-15,11.88,-2.86,-6.11
601975.SH,招商南油,航运港口,交通运输,航运港口,江苏,5.0,2.04,65.56,17.10,234.0,58.2,16.8,28.87,13.11,22.74,2019-01-08,75.97,62.14,62.67
300568.SZ,星源材质,电池,电力设备,电池,深圳,17.38,1.05,13.97,10.14,233.93,41.25,9.5,23.03,0.36,1.79,2016-12-01,15.45,83.69,10.58
688158.SH,优刻得-W,IT服务Ⅱ,计算机,IT服务Ⅱ,上海,51.25,-2.86,82.45,14.02,233.7,16.99,4.37,25.73,,,2020-01-20,175.63,215.47,41.41
688785.SH,恒运昌,半导体,电子,半导体,深圳,343.6,4.19,272.75,11.18,233.65,5.29,2.54,47.97,1.14,21.5,2026-01-28,,,
301316.SZ,慧博云通,IT服务Ⅱ,计算机,IT服务Ⅱ,浙江,57.81,-0.93,29.39,24.72,233.55,22.45,4.65,20.7,0.98,4.08,2022-10-13,99.6,83.2,-2.59
000969.SZ,安泰科技,金属新材料,有色金属,金属新材料,北京,22.2,1.37,5.66,6.42,233.32,79.32,13.63,17.19,3.65,5.11,2000-05-29,146.82,113.57,4.99
301286.SZ,侨源股份,化学制品,基础化工,化学制品,四川,58.31,1.59,37.88,20.72,233.24,10.77,3.97,36.81,2.32,21.57,2022-06-14,82.39,54.45,25.68
600428.SH,中远海特,航运港口,交通运输,航运港口,广东,8.5,0.24,19.72,-5.87,233.24,232.11,49.31,21.24,17.8,10.2,2002-04-18,62.93,21.52,14.14
688278.SH,特宝生物,生物制品,医药生物,生物制品,福建,57.16,0.67,-31.69,-2.87,233.21,36.96,34.36,92.96,10.31,27.9,2020-01-17,14.25,-22.08,-32.35
002747.SZ,埃斯顿,自动化设备,机械设备,自动化设备,江苏,24.08,2.64,1.60,18.16,233.09,48.88,14.4,29.45,0.45,0.93,2015-03-20,47.41,47.82,13.05
600776.SH,东方通信,通信设备,通信,通信设备,浙江,18.51,4.52,12.18,7.99,232.49,24.77,2.23,9.02,3.58,14.27,1996-11-26,40.26,46.17,-14.16
001221.SZ,悍高集团,家居用品,轻工制造,家居用品,广东,57.75,1.55,-0.28,7.98,231.0,35.95,13.37,37.2,7.04,19.57,2025-07-30,-37.31,-37.31,-13.77
600848.SH,上海临港,房地产开发,房地产,房地产开发,上海,9.14,1.33,-21.88,1.56,230.51,79.37,28.29,35.65,9.69,13.56,1994-03-24,-5.87,-4.99,-20.38
600516.SH,方大炭素,冶钢原料,钢铁,冶钢原料,甘肃,5.72,-0.52,0.53,6.52,230.29,35.27,4.31,12.23,0.93,1.72,2002-08-30,-1.89,8.76,-10.54
600435.SH,北方导航,地面兵装Ⅱ,国防军工,地面兵装Ⅱ,北京,15.23,1.94,-1.23,8.01,230.28,41.92,6.57,15.68,1.21,2.8,2003-07-04,5.35,36.59,-22.29
002611.SZ,东方精工,专用设备,机械设备,专用设备,广东,18.88,3.79,-1.77,15.33,229.77,52.29,14.31,27.36,7.25,14.72,2011-08-30,247.15,75.9,-11.5
603786.SH,科博达,汽车零部件,汽车,汽车零部件,上海,56.75,0.71,-27.34,8.90,229.27,69.34,17.66,25.46,8.29,12.4,2019-10-15,-27.27,-16.65,-38.17
600548.SH,深高速,路桥,路桥,,深圳,9.03,0.0,2.61,-0.22,229.18,92.64,28.07,30.3,11.49,12.8,,8.85,-31.98,2.27
688208.SH,道通科技,计算机设备,计算机,计算机设备,深圳,34.2,-0.73,-7.07,1.79,229.14,48.33,27.1,56.07,9.36,18.43,2020-02-13,118.84,24.91,-17.61
300364.SZ,中文在线,出版,传媒,出版,北京,31.38,-3.03,24.92,9.95,228.76,16.57,5.99,36.18,,,2015-01-21,4.02,13.86,5.47
002120.SZ,韵达股份,物流,交通运输,物流,浙江,7.89,-1.0,17.06,-0.25,228.73,514.75,38.52,7.48,11.71,2.27,2007-03-06,0.71,-2.25,2.35
603588.SH,高能环境,环境治理,环保,环境治理,北京,15.01,-2.15,96.96,1.08,228.6,147.32,27.93,18.96,8.38,7.06,2014-12-29,119.95,165.32,60.84
603899.SH,晨光股份,文娱用品,轻工制造,文娱用品,上海,24.81,-0.04,-8.31,-0.52,228.5,250.64,46.01,18.36,13.1,5.43,2015-01-27,-34.58,-21.54,-18.21
001386.SZ,马可波罗,家居用品,轻工制造,家居用品,广东,19.09,1.01,-16.01,4.15,228.13,64.58,25.24,39.08,12.1,18.74,2025-10-22,-47.56,-47.56,-29.87
002926.SZ,华西证券,证券Ⅱ,非银金融,证券Ⅱ,四川,8.69,-0.34,-6.36,-0.46,228.11,46.15,,,14.7,31.81,2018-02-05,8.98,4.8,-12.03
000628.SZ,高新发展,房屋建设Ⅱ,建筑装饰,房屋建设Ⅱ,四川,64.78,-0.43,45.28,5.20,228.03,49.8,5.98,12.02,1.09,1.35,1996-11-18,11.29,-1.72,20.79
688388.SH,嘉元科技,电池,电力设备,电池,广东,50.0,-3.96,22.01,2.86,228.0,96.43,4.77,4.95,0.57,0.57,2019-07-22,116.94,198.81,-0.37
002299.SZ,圣农发展,养殖业,农林牧渔,养殖业,福建,18.31,-1.56,10.70,0.27,227.59,200.94,25.28,12.58,13.8,6.9,2009-10-21,9.85,32.21,6.82
600008.SH,首创环保,环境治理,环保,环境治理,北京,3.1,0.32,4.73,1.97,227.57,188.86,69.27,36.68,17.72,11.93,2000-04-27,32.78,8.11,6.67
002461.SZ,珠江啤酒,非白酒,食品饮料,非白酒,广东,10.28,-0.39,10.66,1.98,227.5,58.78,28.41,48.33,9.04,15.64,2010-08-18,34.17,5.93,8.52
301285.SZ,鸿日达,消费电子,电子,消费电子,江苏,109.9,3.02,62.14,3.59,227.49,10.19,1.47,14.47,,,2022-09-28,604.99,288.3,65.15
300814.SZ,中富电路,元件,电子,元件,深圳,119.0,2.32,60.94,22.68,227.29,18.79,2.83,15.05,0.29,1.56,2021-08-12,340.17,370.67,88.45
688300.SH,联瑞新材,非金属材料Ⅱ,基础化工,非金属材料Ⅱ,江苏,94.29,-0.71,51.86,12.18,227.24,11.16,4.54,40.66,2.93,26.23,2019-11-15,349.29,258.03,173.85
688545.SH,兴福电子,电子化学品Ⅱ,电子,电子化学品Ⅱ,湖北,63.0,6.78,67.78,19.07,226.8,14.75,3.91,26.54,2.07,13.95,2025-01-22,173.15,173.15,90.24
301301.SZ,川宁生物,化学制药,医药生物,化学制药,新疆,10.14,1.6,1.74,5.88,226.12,46.16,13.5,29.25,7.69,16.64,2022-12-27,13.91,-20.51,-12.55
002389.SZ,航天彩虹,航空装备Ⅱ,国防军工,航空装备Ⅱ,浙江,22.94,2.41,-4.34,7.95,225.96,29.3,5.52,18.84,0.27,0.86,2010-04-13,5.09,14.61,-19.2
603826.SH,坤彩科技,非金属材料Ⅱ,基础化工,非金属材料Ⅱ,福建,34.44,2.68,102.59,-2.16,225.58,12.6,3.59,28.52,,,2017-04-14,-25.65,61.73,80.92
603061.SH,金海通,半导体,电子,半导体,天津,259.09,-2.7,168.30,-2.93,225.41,6.98,3.64,52.21,1.77,25.28,2023-03-03,361.36,501.58,171.2
000623.SZ,吉林敖东,中药Ⅱ,医药生物,中药Ⅱ,吉林,18.79,-0.63,-3.79,1.35,224.73,23.35,11.25,48.19,23.95,101.12,1996-10-28,25.31,7.95,-13.45
601333.SH,广深铁路,铁路公路,交通运输,铁路公路,深圳,3.17,0.0,4.28,4.28,224.56,286.86,16.16,5.63,14.26,4.97,2006-12-22,20.7,-4.92,1.98
002290.SZ,禾盛新材,家电零部件Ⅱ,家用电器,家电零部件Ⅱ,江苏,90.4,-3.27,97.81,14.06,224.19,25.55,3.8,14.87,1.63,6.2,2009-09-03,520.82,418.4,76.86
600667.SH,太极实业,工程咨询服务Ⅱ,建筑装饰,工程咨询服务Ⅱ,江苏,10.71,-1.2,34.38,12.62,224.05,306.82,23.48,7.65,4.48,1.81,1993-07-28,100.59,106.54,63.61
301338.SZ,凯格精机,专用设备,机械设备,专用设备,广东,211.08,1.0,139.56,15.58,223.74,11.56,4.77,41.26,1.87,16.29,2022-08-16,492.02,676.49,173.92
600338.SH,西藏珠峰,工业金属,有色金属,工业金属,西藏,24.47,-4.49,62.70,-2.51,223.66,24.3,12.97,53.36,5.12,20.2,2000-12-27,82.32,110.95,41.85
002405.SZ,四维图新,软件开发,计算机,软件开发,北京,9.42,0.43,4.55,7.66,223.35,41.25,10.2,24.73,1.04,1.52,2010-05-18,-0.69,-4.71,-8.24
600535.SH,天士力,中药Ⅱ,医药生物,中药Ⅱ,天津,14.95,0.0,-0.80,-1.06,223.35,82.36,55.06,66.85,11.05,12.89,2002-08-23,-10.88,6.22,-5.41
688432.SH,有研硅,半导体,电子,半导体,北京,17.86,5.43,43.92,15.00,223.25,10.05,3.69,36.72,2.09,24.47,2022-11-10,47.05,67.98,40.38
605196.SH,华通线缆,电网设备,电力设备,电网设备,河北,43.68,-0.7,25.73,-1.18,223.2,75.3,11.45,15.21,2.86,3.77,2021-05-11,458.09,263.54,20.6
002773.SZ,康弘药业,生物制品,医药生物,生物制品,四川,24.23,-1.46,-19.15,-1.06,223.16,45.85,41.2,89.85,11.63,24.98,2015-06-26,22.87,16.29,-34.82
